Starting month,Cultivation Time,Min-Temp ,Max-Temp ,Rainfall Requirement,Humidity  ,Crops,Irrigation,dis,Soil,area ,production
6,5,25,32,124,51,Jowar,1,Theni,2,39905,117680
6,5,26,34,111,47,Jowar,1,Theni,3,21,5
6,5,24,35,95,74,Jowar,1,Theni,1,5,1
6,5,23,34,84,35,Jowar,1,Theni,2,1647,1148
6,5,21,31,67,81,Jowar,1,Theni,3,30606,24590
6,5,23,30,54,56,Jowar,1,Theni,1,135,8
6,5,21,35,82,47,Jowar,1,Theni,2,35,9
6,5,20,32,154,52,Jowar,1,Theni,3,317,185
6,5,25,33,134,68,Jowar,1,Theni,1,71,81
6,5,19,36,57,82,Jowar,1,Theni,2,33858,22685
6,5,18,29,68,71,Jowar,1,Theni,3,23048,23832
6,5,21,34,95,64,Jowar,1,Theni,1,377,80
6,5,22,32,82,55,Jowar,1,Theni,2,15242,16980
6,5,23,31,104,40,Jowar,1,Theni,3,96,67
6,5,24,36,76,39,Jowar,1,Theni,1,8,2
6,5,21,34,56,76,Jowar,1,Theni,2,399,2148
6,5,22,33,94,66,Jowar,1,Theni,3,482,11514
6,5,24,31,53,58,Jowar,1,Theni,1,909,1312
6,5,25,29,64,49,Jowar,1,Theni,2,22099,57236
6,5,22,34,113,54,Jowar,1,Theni,3,703,129
6,5,21,34,134,65,Jowar,1,Theni,1,96,67
6,5,23,33,124,87,Jowar,1,Theni,2,363,292
6,5,24,31,101,78,Jowar,1,Theni,3,520,297
6,5,21,30,85,56,Jowar,1,Theni,1,252,696
6,5,20,35,67,23,Jowar,1,Theni,2,769,11693
6,5,19,32,48,35,Jowar,1,Theni,3,908,3896970
6,5,24,34,57,34,Jowar,1,Theni,1,8953,2266
6,5,21,32,69,67,Jowar,1,Theni,2,4,34
6,5,22,29,84,51,Jowar,1,Theni,3,284,25395
6,5,19,34,104,65,Jowar,1,Theni,1,28,379
6,5,18,32,124,74,Jowar,1,Theni,2,89,114
6,5,20,29,68,45,Jowar,1,Theni,3,39,272
6,5,23,31,82,35,Jowar,1,Theni,1,27942,7628
6,5,21,34,67,75,Jowar,1,Theni,2,1595,526
6,5,22,29,74,65,Jowar,1,Theni,3,3191,900
6,5,24,34,104,45,Jowar,1,Theni,1,8552,9055
6,5,25,37,86,55,Jowar,1,Theni,2,3765,7127
6,5,19,34,52,82,Jowar,1,Theni,3,16,17
6,5,18,31,84,60,Jowar,1,Theni,1,758700,333828
6,5,24,33,124,59,Jowar,1,Theni,2,649,60
10,8,23,33,15,33,Wheat,1,Madurai,1,3900,6720
10,8,20,31,23,23,Wheat,1,Madurai,1,1434,627
10,8,22,30,26,45,Wheat,1,Madurai,3,2667,7129
10,8,18,29,45,56,Wheat,1,Madurai,3,1511,730
10,8,19,34,37,74,Wheat,1,Madurai,3,1165,19232
10,8,20,31,15,65,Wheat,1,Madurai,1,2496,324
10,8,21,32,33,23,Wheat,1,Madurai,1,5124,12405
10,8,22,33,26,54,Wheat,1,Madurai,1,32878,95609
10,8,23,34,44,77,Wheat,1,Madurai,3,1434,627
10,8,24,29,24,21,Wheat,1,Madurai,3,51610,33580
10,8,25,30,20,34,Wheat,1,Madurai,3,487,176
10,8,22,35,19,51,Wheat,1,Madurai,1,5,1
10,8,20,34,26,62,Wheat,1,Madurai,1,27,9
10,8,19,29,35,34,Wheat,1,Madurai,3,108,168
10,8,18,32,23,47,Wheat,1,Madurai,3,47894,50145
10,8,20,34,15,52,Wheat,1,Madurai,3,18773,29192
10,8,21,29,23,67,Wheat,1,Madurai,1,417,226
10,8,22,35,26,45,Wheat,1,Madurai,1,15170,17446
10,8,24,31,45,33,Wheat,1,Madurai,1,5,1
10,8,25,30,37,21,Wheat,1,Madurai,3,447,2893
10,8,23,31,15,67,Wheat,1,Madurai,3,40,12
10,8,24,34,33,77,Wheat,1,Madurai,3,380,8465
10,8,22,29,26,40,Wheat,1,Madurai,1,1,1
10,8,20,35,44,35,Wheat,1,Madurai,1,544,725
10,8,22,36,24,29,Wheat,1,Madurai,3,38119,108906
10,8,21,34,20,84,Wheat,1,Madurai,3,3768,528
10,8,24,30,19,67,Wheat,1,Madurai,3,2,1
10,8,23,29,26,37,Wheat,1,Madurai,1,127,86
10,8,21,35,35,48,Wheat,1,Madurai,1,307,213
10,8,25,33,23,32,Wheat,1,Madurai,3,257,430
10,8,24,31,15,23,Wheat,1,Madurai,3,1582,462
10,8,23,30,19,45,Wheat,1,Madurai,3,851,3053700
10,8,21,29,24,67,Wheat,1,Madurai,1,4741,1119
10,8,20,28,26,74,Wheat,1,Madurai,1,490,42470
10,8,21,34,31,24,Wheat,1,Madurai,1,31,411
10,8,22,35,45,51,Wheat,1,Madurai,3,111,111
10,8,23,36,28,34,Wheat,1,Madurai,3,8,40
10,8,24,37,37,62,Wheat,1,Madurai,3,33454,6557
10,8,19,31,56,55,Wheat,1,Madurai,1,1925,581
10,8,18,30,34,74,Wheat,1,Madurai,1,2050,416
10,8,16,31,58,51,Wheat,1,Madurai,3,7638,7144
10,8,20,34,67,64,Wheat,1,Madurai,3,2737,6128
10,8,23,35,29,35,Wheat,1,Madurai,3,732262,259953
10,8,21,28,46,23,Wheat,1,Madurai,1,947,140
10,8,22,29,79,61,Wheat,1,Madurai,1,2906,4545
10,8,24,31,81,40,Wheat,1,Madurai,1,1000,100
10,8,25,35,91,37,Wheat,1,Madurai,3,3541,3431
10,8,19,36,100,61,Wheat,1,Madurai,3,1150,174
10,8,21,34,21,43,Wheat,1,Madurai,3,776,8432
10,8,23,32,34,25,Wheat,1,Madurai,1,490,47
10,8,24,31,45,67,Wheat,1,Madurai,1,5157,12140
10,8,25,35,56,53,Wheat,1,Madurai,3,29066,66329
10,8,21,33,67,24,Wheat,1,Madurai,3,919,180
10,8,20,36,84,65,Wheat,1,Madurai,3,51,0
10,8,18,37,94,75,Wheat,1,Madurai,1,60319,22149
10,8,19,39,111,57,Wheat,1,Madurai,1,32,2
10,8,20,28,22,38,Wheat,1,Madurai,1,129,39
10,8,18,34,24,51,Wheat,1,Madurai,3,83,161
10,8,19,30,16,38,Wheat,1,Madurai,3,54264,20186
10,8,24,33,23,65,Wheat,1,Madurai,3,17529,18651
6,5,25,29,778,78,Jowar,0,Madurai,1,1859,688
6,5,24,33,874,65,Jowar,0,Madurai,2,12676,11497
6,5,23,33,679,64,Jowar,0,Madurai,3,8,2
6,5,25,31,945,62,Jowar,0,Madurai,1,1288,8933
6,5,24,32,1024,68,Jowar,0,Madurai,2,4,1
6,5,25,32,1124,57,Jowar,0,Madurai,3,401,7192
6,5,25,29,684,75,Jowar,0,Madurai,1,417,517
6,5,24,33,875,65,Jowar,0,Madurai,2,10960,20462
6,5,23,33,945,64,Jowar,0,Madurai,3,2594,340
6,5,25,31,678,72,Jowar,0,Madurai,1,10,2
6,5,24,32,768,68,Jowar,0,Madurai,2,408,236
6,5,25,32,945,58,Jowar,0,Madurai,3,362,333
6,5,25,29,1245,55,Jowar,0,Madurai,1,263,379
6,5,24,33,648,65,Jowar,0,Madurai,2,19,1006
6,5,23,33,788,41,Jowar,0,Madurai,3,1,5
6,5,25,31,801,62,Jowar,0,Madurai,1,126,938
6,5,24,32,945,68,Jowar,0,Madurai,2,1026,10162
6,5,25,32,1110,45,Jowar,0,Madurai,3,788,4000
6,5,25,29,1068,75,Jowar,0,Madurai,1,869,3691149
6,5,24,33,945,65,Jowar,0,Madurai,2,3914,481
6,5,23,33,678,57,Jowar,0,Madurai,3,18,0
6,5,25,31,801,72,Jowar,0,Madurai,1,111,2075
6,5,24,32,796,68,Jowar,0,Madurai,2,3968,26176
6,5,25,32,648,58,Jowar,0,Madurai,3,13767,112541
6,5,25,29,574,65,Jowar,0,Madurai,1,132,0
6,5,24,33,1347,65,Jowar,0,Madurai,2,2418,1552
6,5,23,33,1045,64,Jowar,0,Madurai,3,1767,0
6,5,25,31,946,55,Jowar,0,Madurai,1,1544,201409
6,5,24,32,678,68,Jowar,0,Madurai,2,1207,62789
6,5,25,32,724,72,Jowar,0,Madurai,3,2,17
6,5,25,29,486,48,Jowar,0,Madurai,1,329,22481
6,5,24,33,675,65,Jowar,0,Madurai,2,50,540
6,5,23,33,852,64,Jowar,0,Madurai,3,51,90
6,5,25,31,798,72,Jowar,0,Madurai,1,3356,16627
6,5,24,32,835,68,Jowar,0,Madurai,2,41178,6959
6,5,25,32,915,58,Jowar,0,Madurai,3,2280,378
6,5,25,29,700,78,Jowar,0,Madurai,1,1927,805
6,5,24,33,1000,65,Jowar,0,Madurai,2,4212,4262
